시료코드 ,시험코드 ,시험종류 ,시험제어방식 ,내부마찰각 ,점착력 
B0699SB007DS01,B0699SB007DS01UU,UU,0,0,0.42
B0699SB010DS01,B0699SB010DS01UU,UU,0,0,0.22
B0699SB012DS01,B0699SB012DS01UU,UU,0,0,0.778
B0708BH007US01,B0708BH007US01UU,UU,Strain,0,0.325
B0708SB001DS01,B0708SB001DS01UU,UU,Strain,0,0.348
B0708SB001US01,B0708SB001US01UU,UU,Strain,0,0.348
B0708SB002US01,B0708SB002US01UU,UU,Strain,0,0.383
B0778BB039DS01,B0778BB039DS01UU,UU,UU,0,41.1
B0778BB040DS01,B0778BB040DS01UU,UU,UU,0,49.8
B0778SB009US01,B0778SB009US01UU,UU,D2664,0,37.8
B0781BH002US02,B0781BH002US02UU,UU,0,0,0.1067
B0781BH003DS01,B0781BH003DS01UU,UU,0,0,0.2328
B0781BH003US02,B0781BH003US02UU,UU,0,0,0.2328
B0781BH003US03,B0781BH003US03UU,UU,0,0,0.2714
B0781BH004US02,B0781BH004US02UU,UU,0,0,0.2877
B0781BH004US03,B0781BH004US03UU,UU,0,0,0.1873
B0781BH005DS01,B0781BH005DS01UU,UU,0,0,0
B0781BH005US02,B0781BH005US02UU,UU,0,0,0.4862
B0781BH006US01,B0781BH006US01UU,UU,0,0,0.1535
B0781BH006US02,B0781BH006US02UU,UU,0,0,0.176
B0781BH007US01,B0781BH007US01UU,UU,0,0,0.0786
B0781BH007US03,B0781BH007US03UU,UU,0,0,0.1226
B0781BH008US02,B0781BH008US02UU,UU,0,0,0.083
B0781BH008US03,B0781BH008US03UU,UU,0,0,0.0886
B0781BH009US01,B0781BH009US01UU,UU,0,0,0.0748
B0781BH009US02,B0781BH009US02UU,UU,0,0,0.0836
B0782SB001US01,B0782SB001US01UU,UU,0,0,0.488
B0782SB001US02,B0782SB001US02UU,UU,0,0,0.591
B0788BB003US02,B0788BB003US02CU,CU,0,14,0.09
B0788BB003US02,B0788BB003US02UU,UU,0,0,0.27
B0788BB004US02,B0788BB004US020,UU,0,0,0.3
B0788BB004US03,B0788BB004US030,UU,0,0,0.33
B0788BB004US04,B0788BB004US040,UU,0,0,0.59
B0788BB006US02,B0788BB006US02UU,UU,0,0,0.35
B0788BB006US04,B0788BB006US04UU,UU,0,0,0.43
B0788BB007US02,B0788BB007US02UU,UU,0,0,0.29
B0788BB009US03,B0788BB009US03UU,UU,0,0,0.16
B0788BH010US01,B0788BH010US01UU,UU,0,0,0.24
B0788BH010US01,B0788BH010US01CU,CU,0,11,0.15
B0789SB001US01,B0789SB001US01UU,UU,0,0,0.21
B0789SB004US01,B0789SB004US01UU,UU,0,0,0.27
B0789SB017US02,B0789SB017US02UU,UU,0,0,0.18
B0789SB018US01,B0789SB018US01UU,UU,0,0,0.3
B0794BH003US01,B0794BH003US01CU,CU,0,31,0.04
B0815SB003US02,B0815SB003US02UU,UU,0,0,0
B0815SB008US02,B0815SB008US02CU,CU,0,0,0
B0815SB012US01,B0815SB012US01CU,CU,0,0,0
B0815SB017US01,B0815SB017US01CU,CU,0,0,0
B0828SB001DS01,B0828SB001DS01UU,UU,0,0,0.201
B0829CB002US01,B0829CB002US01UU,UU,Strain Control,0,0.12
B0829CB003US01,B0829CB003US01UU,UU,strain control,0,0.26
B0829CB005US01,B0829CB005US01UU,UU,strain control,0,0.24
B0841BB001DS01,B0841BB001DS01UU,UU,Strain Control Test,0,0.18
B0841BB002DS01,B0841BB002DS01UU,UU,Strain Control Test,0,0.33
B0841SB002DS01,B0841SB002DS01UU,UU,Strain Control Test,0,0.1
B0841SB003DS01,B0841SB003DS01UU,UU,Strain Control Test,0,0.1
B0841SB008DS01,B0841SB008DS01UU,UU,Strain Control Test,0,0.1
B0841SB010DS01,B0841SB010DS01UU,UU,Stroan Control Test,0,0.09
B0841SB011DS01,B0841SB011DS01UU,UU,Strain Control Test,0,0.37
B0841SB012DS01,B0841SB012DS01UU,UU,Strain Control Test,0,0.1
B0841SB013DS01,B0841SB013DS01UU,UU,Strain Control Test,0,0.19
B0841SB016DS01,B0841SB016DS01UU,UU,Strain Control Test,0,0.15
B0841SB017DS01,B0841SB017DS01UU,UU,Strain Control Rest,0,0.24
B0841SB020DS01,B0841SB020DS01UU,UU,Strain Control Test,0,0.27
B0841SB021DS01,B0841SB021DS01UU,UU,Strain Control Test,0,0.13
B0841SB022DS01,B0841SB022DS01UU,UU,Strain Control Test,0,0.32
B0841SB023DS01,B0841SB023DS01UU,UU,Strain Control Test,0,0.32
B0841SB024DS01,B0841SB024DS01UU,UU,St|rain Control Test,0,0.16
B0841SB025DS01,B0841SB025DS01UU,UU,Strain Control Test,0,0.27
B0841SB026DS01,B0841SB026DS01UU,UU,Strain Control Test,0,0.08
B0844SB002US02,B0844SB002US02UU,UU,0,0,48.1
B0844SB016US02,B0844SB016US02UU,UU,0,0,57.4
B0846SB032US01,B0846SB032US010,0,0,0,0.273
B0846SB032US01,B0846SB032US01UU,UU,0,0,0
B0847BB005US01,B0847BB005US01UU,UU,0,0,0
B0853BB002US01,B0853BB002US01UU,UU,strain,0,0.36
B0853BB010US01,B0853BB010US01UU,UU,strain,0,0.41
B0853BB011US01,B0853BB011US01UU,UU,strain,0,0.43
B0853SB001US01,B0853SB001US01UU,UU,strain,0,0.16
B0853SB002US01,B0853SB002US01UU,UU,strain,0,0.22
B0854BB001US01,B0854BB001US01UU,UU,0,0,83.8
B0854BB001US02,B0854BB001US02UU,UU,0,0,1.1054
B0854BB002US01,B0854BB002US01UU,UU,0,0,0
B0854BB003US01,B0854BB003US01UU,UU,0,0,1.13
B0854BB003US02,B0854BB003US02UU,UU,0,0,1.95
B0854BB003US03,B0854BB003US03UU,UU,0,0,0.784
B0854BB006US01,B0854BB006US01UU,UU,0,0,1.529
B0854BB006US02,B0854BB006US02UU,UU,0,0,0
B0854BB007US01,B0854BB007US01UU,UU,0,0,0.6781
B0854BB007US02,B0854BB007US02UU,UU,0,0,1.6101
B0854BB007US03,B0854BB007US03UU,UU,0,0,3.416
B0854BB008US01,B0854BB008US01UU,UU,0,0,1.6244
B0854BB008US02,B0854BB008US02UU,UU,0,0,0.9055
B0854BB008US03,B0854BB008US03UU,UU,0,0,2.1842
B0854BB009US01,B0854BB009US01UU,UU,0,0,0.729
B0854BB010US01,B0854BB010US01UU,UU,0,0,3.105
B0854BB014US01,B0854BB014US01UU,UU,0,0,1.3827
B0854BB016US01,B0854BB016US01UU,UU,0,0,1.0218
B0854BB016US02,B0854BB016US02UU,UU,0,0,1.653
B0854BH004US01,B0854BH004US01UU,UU,0,0,1.6081
B0854BH004US02,B0854BH004US02UU,UU,0,0,3.3345
B0855SB013DS01,B0855SB013DS01UU,UU,0,0,0.428
B0855SB013US03,B0855SB013US03UD,UU,0,0,0.428
B0864BB001US02,B0864BB001US02UU,UU,0,0,0.307
B0864BB001US02,B0864BB001US02CU,CU,0,22.2,0.078
B0864BB002US01,B0864BB002US01CU,CU,0,21.4,0.068
B0864BB002US01,B0864BB002US01UU,UU,0,0,0.3
B0864BB004US03,B0864BB004US03UU,UU,0,0,0.2354
B0864BB004US03,B0864BB004US03CU,CU,0,19.8,0.0765
B0864BB005US04,B0864BB005US04UU,UU,0,0,0.186
B0864BB005US04,B0864BB005US04CU,CU,0,21.1,0.067
B0864SB003DS01,B0864SB003DS01UU,UU,0,0,0
B0864SB003US03,B0864SB003US03UU,UU,0,0,0.493
B0864SB003US03,B0864SB003US03CU,0,0,25.3,0.098
B0864SB003US04,B0864SB003US04CU,CU,0,0,0
B0864SB004DS01,B0864SB004DS01UU,0,0,0,0
B0864SB004DS01,B0864SB004DS01CU,0,0,0,0
B0864SB004US04,B0864SB004US04CU,CU,0,25.3,0.098
B0864SB004US04,B0864SB004US04UU,UU,0,0,0.493
B0864SB007DS01,B0864SB007DS01UU,UU,0,0,0.437
B0864SB007DS01,B0864SB007DS01CU,CU,0,24.2,0.088
B0864SB008DS01,B0864SB008DS01UU,UU,0,33.61,0
B0864SB008DS01,B0864SB008DS01CU,CU,0,23.3,0.066
B0864SB009US01,B0864SB009US01CU,CU,0,23.3,0.066
B0864SB009US01,B0864SB009US01UU,UU,0,33.61,0
B0864SB011DS01,B0864SB011DS01CU,CU,0,21.1,0.078
B0864SB011DS01,B0864SB011DS01UU,UU,0,0,0.282
B0864SB012US01,B0864SB012US01CU,CU,0,21.5,0.4828
B0864SB012US01,B0864SB012US01UU,UU,0,0,0.167
B0864SB013DS01,B0864SB013DS01CU,CU,0,18.7,0.0685
B0864SB013DS01,B0864SB013DS01UU,UU,0,0,0.2437
B0864SB014DS01,B0864SB014DS01UU,UU,0,0,0.196
B0864SB014DS01,B0864SB014DS01CU,CU,0,19.2,0.056
B0864SB016DS01,B0864SB016DS01UU,UU,0,0,0.504
B0864SB016DS01,B0864SB016DS01CU,CU,0,25.9,0.1079
B0864SB017DS01,B0864SB017DS01CU,CU,0,22.7,0.078
B0864SB017DS01,B0864SB017DS01UU,UU,0,0,0.432
B0864SB020DS01,B0864SB020DS01UU,UU,0,0,0
B0864SB020DS01,B0864SB020DS01CU,CU,0,0,0
B0864SB020US03,B0864SB020US03UU,UU,0,0,0.235
B0864SB020US03,B0864SB020US03CU,CU,0,19.3,0.0886
B0864SB022US02,B0864SB022US02CU,CU,0,23.9,0.34
B0864SB022US02,B0864SB022US02UU,UU,0,0,0.067
B0864SB023US02,B0864SB023US02UU,UU,0,0,0.46
B0864SB023US02,B0864SB023US02CU,CU,0,23.5,0.0886
B0864SB028DS01,B0864SB028DS01CU,CU,0,20.7,0.0578
B0864SB028DS01,B0864SB028DS01UU,UU,0,0,0.278
B0864SB029US02,B0864SB029US02UU,UU,0,0,0.246
B0864SB029US02,B0864SB029US02CU,CU,0,19.2,0.069
B0864SB031US03,B0864SB031US03CU,CU,0,21.9,0.086
B0864SB031US03,B0864SB031US03UU,UU,0,0,0.339
B0866SB004US01,B0866SB004US01UU,UU,0,0,0.18
B0866SB005US01,B0866SB005US01UU,UU,0,0,0.22
B0868BB010DS01,B0868BB010DS01UU,UU,strain,0,0.353
B0868BB010US02,B0868BB010US02UU,UU,strain,0,0.353
B0868BH001US02,B0868BH001US02UU,UU,strain,0,0.169
B0868BH003DS01,B0868BH003DS01UU,UU,starin,0,0
B0868BH003US02,B0868BH003US02UU,UU,strain,0,0.331
B0868BH004DS01,B0868BH004DS01UU,UU,0,0,0
B0868BH004US02,B0868BH004US02UU,UU,strain,0,0.32
B0868SB003DS01,B0868SB003DS01UU,UU,strain,0,0
B0868SB009DS01,B0868SB009DS01UU,UU,strain,0,0
B0868SB010DS01,B0868SB010DS01UU,UU,strain,0,0
B0868SB011DS01,B0868SB011DS01UU,UU,strain,0,0
B0872BB003DS01,B0872BB003DS01UU,0,0,0,0
B0872BB003US02,B0872BB003US02UU,UU,strain,0,0.186
B0872BB003US03,B0872BB003US03UU,UU,strain,0,0.226
B0872BB004US01,B0872BB004US01UU,UU,strain,0,0.318
B0872BB004US02,B0872BB004US02UU,UU,strain,0,0.216
B0876BB001US03,B0876BB001US03UU,UU,0,0,27.4
B0876BB002US01,B0876BB002US01UU,UU,0,0,46.5
B0876BB003US03,B0876BB003US03UU,UU,0,0,47.3
B0876BB014US02,B0876BB014US02UU,UU,0,0,0
B0876BB015DS01,B0876BB015DS01UU,UU,0,0,36.1
B0876BB015US03,B0876BB015US03UU,UU,0,0,36.1
B0876BH001US01,B0876BH001US01UU,UU,0,0,120
B0876BH001US02,B0876BH001US02UU,UU,0,0,120
B0876BH001US03,B0876BH001US03UU,UU,0,0,162.9
B0876BH001US04,B0876BH001US04UU,UU,0,0,242
B0892SB008US01,B0892SB008US01UU,UU,ud,0,0.49
B0892SB009US01,B0892SB009US01UU,UU,ud,0,0.45
B0892SB011US02,B0892SB011US02UU,UU,ud,0,0.45
B0892SB012US01,B0892SB012US01UU,UU,ud,0,0.6
B0892SB013US01,B0892SB013US01UU,UU,ud,0,0.32
B0892SB013US02,B0892SB013US02UU,UU,ud,0,0.46
B0892SB014US01,B0892SB014US01UU,UU,ud,0,0.22
B0892SB015US01,B0892SB015US01UU,UU,ud,0,0.5
B0892SB015US02,B0892SB015US02UU,UU,ud,0,0.26
B0892SB016US01,B0892SB016US01UU,UU,ud,0,0.22
B0892SB017US01,B0892SB017US01UU,UU,ud,0,0.19
B0892SB017US02,B0892SB017US02UU,UU,ud,0,0.19
B0900BH001US01,B0900BH001US01UU,UU,Strain,0,0.082
B0900BH002US01,B0900BH002US01UU,UU,Strain,0,0
B0900BH003US01,B0900BH003US01UU,UU,Strain,0,0
B0900BH004US01,B0900BH004US01UU,UU,Strain,0,0.097
B0900BH006US01,B0900BH006US01UU,UU,Strain,0,0.095
B0900BH008US01,B0900BH008US01UU,UU,Strain,0,0.074
B0900BH010US01,B0900BH010US01UU,UU,Strain,0,0.103
B0900BH011US01,B0900BH011US01UU,UU,Strain,0,0.271
B0900BH012US01,B0900BH012US01UU,UU,Strain,0,0.286
B0900BH018US01,B0900BH018US01UU,UU,Strain,0,0.288
B0900BH020US01,B0900BH020US01UU,UU,Strain,0,0.252
B0900BH027US01,B0900BH027US01UU,UU,strain,0,0.277
B0900BH031US01,B0900BH031US01UU,UU,Strain,0,0.419
B0903BH001US01,B0903BH001US01UU,UU,Strain,0,0.29
B0903BH002US01,B0903BH002US01UU,UU,Strain,0,0.25
B0903BH004US01,B0903BH004US01UU,UU,Strain,0,0.3
B0903BH005US01,B0903BH005US01UU,UU,Strain,0,0.33
B0903BH012US01,B0903BH012US01UU,UU,Strain,0,0.2
B0903BH013US01,B0903BH013US01UU,UU,Strain,0,0.38
B0903BH014US01,B0903BH014US01UU,UU,Strain,0,0.17
B0913BH001US01,B0913BH001US01UU,UU,Strain,0,0
B0913BH004US02,B0913BH004US02UU,UU,UU,0,0.0024
B0913BH005DS01,B0913BH005DS01CU,CU,0,0,0
B0913BH005DS01,B0913BH005DS01UU,UU,0,0,0
B0913BH005US02,B0913BH005US02UU,UU,UU,0,0.0024
B0913BH008US02,B0913BH008US02UU,UU,UU,0,0.0045
B0914BH007US01,B0914BH007US01UU,UU,UU,0,0.0035
B0914BH013US01,B0914BH013US01UU,UU,UU,0,0.0027
B0914BH020US01,B0914BH020US01UU,UU,UU,0,0.421
B0915BH002DS01,B0915BH002DS01UU,UU,0,0,0
B0915BH002US02,B0915BH002US02UU,UU,UU,0,0.321
B0915BH005US01,B0915BH005US01UU,UU,UU,0,0.249
B0915BH007US01,B0915BH007US01UU,UU,UU,0,0.273
B0915BH010DS01,B0915BH010DS01UU,UU,UU,0,0.334
B0915BH010US02,B0915BH010US02UU,UU,UU,0,0.334
B0915BH016US01,B0915BH016US01UU,UU,UU,0,0.448
B0915BH022US01,B0915BH022US01UU,UU,UU,0,0.286
B0916BH001US01,B0916BH001US01UU,0,0,0,0
B0916BH001US02,B0916BH001US02UU,UU,UU,0,0.48
B0916BH004US01,B0916BH004US01UU,UU,UU,0,0.004
B0916BH010US02,B0916BH010US02UU,UU,UU,0,0.383
B0917BH001US01,B0917BH001US01UU,UU,UU,0,0.0039
B0917BH004US02,B0917BH004US02UU,UU,UU,0,0.0024
B0917BH005US02,B0917BH005US02UU,UU,UU,0,0.247
B0917BH008US02,B0917BH008US02UU,UU,UU,0,0.455
B0918BH002US02,B0918BH002US02UU,UU,0,0,0
B0918BH002US03,B0918BH002US03UU,UU,0,0,0
B0918BH015US03,B0918BH015US03UU,UU,0,0,0
B0918BH022US01,B0918BH022US01UU,UU,UU,0,0
B0918BH031DS01,B0918BH031DS01UU,UU,0,0,0
B0918BH031US02,B0918BH031US02UU,UU,0,0,0
B0933BH001US01,B0933BH001US01UU,UU,0,0,0
B0933BH002US01,B0933BH002US01UU,UU,0,0,0
B0933BH005US01,B0933BH005US01UU,UU,0,0,0
B0933BH008US01,B0933BH008US01UU,UU,0,0,0
B0933BH009US01,B0933BH009US01UU,UU,0,0,0
B0933BH010US01,B0933BH010US01UU,UU,0,0,0
B0933BH014US01,B0933BH014US01UU,UU,0,0,0
B0934SB003US02,B0934SB003US02UU,UU,0,0,0
B0934SB005US01,B0934SB005US01UU,UU,0,0,0
B0934SB005US02,B0934SB005US02UU,UU,0,0,0
B0934SB006US01,B0934SB006US01UU,UU,0,0,0.09
B0934SB006US02,B0934SB006US02UU,UU,0,0,0
B0934SB007US02,B0934SB007US02UU,UU,0,0,0
B0934SB008US01,B0934SB008US01UU,UU,0,0,0
B0934SB010US01,B0934SB010US01UU,UU,0,0,0
B0934SB011US01,B0934SB011US01UU,UU,0,0,0.483
B0934SB012US01,B0934SB012US01UU,UU,0,0,0.319
B0934SB014US01,B0934SB014US01UU,UU,0,0,0.548
B0934SB015US01,B0934SB015US01UU,UU,0,0,0.219
B0934SB016US01,B0934SB016US01UU,UU,0,0,0.377
B0934SB017US01,B0934SB017US01UU,UU,0,0,0.407
B0934SB019US01,B0934SB019US01UU,UU,0,0,0.057
B0934SB020US01,B0934SB020US01UU,UU,0,0,0.194
B0934SB021US01,B0934SB021US01UU,UU,0,0,0.161
B0934SB022US01,B0934SB022US01UU,UU,0,0,0.13
B0965SB004DS01,B0965SB004DS01UU,UU,0,0,0.271
B0965SB006DS01,B0965SB006DS01UU,UU,0,0,0.249
B0966BB001DS02,B0966BB001DS02UU,UU,0,0,0
B0966BB004DS02,B0966BB004DS02UU,UU,0,0,0
B0966BH003DS02,B0966BH003DS02UU,UU,0,0,0
B0966BH008DS02,B0966BH008DS02UU,UU,0,0,0.277
B0966BH009DS02,B0966BH009DS01UU,0,0,0,0
B0970BB005DS01,B0970BB005DS01UU,UU,0,0,0.51
B0970BB006DS01,B0970BB006DS01UU,UU,0,0,0.55
B0970BH002US01,B0970BH002US01UU,UU,0,0.18,0.15
B0970BH004US01,B0970BH004US01CU,CU,0,12,0.1
B0970BH006US01,B0970BH006US01UU,UU,0,0,0.23
B0970BH010DS01,B0970BH010DS01UU,UU,0,0,0.53
B0970BH011US01,B0970BH011US01UU,UU,0,0,0.11
B0970BH012US01,B0970BH012US01CU,CU,0,13,0.1
B0970BH013US01,B0970BH013US01CU,CU,0,9,0.05
B0970BH013US02,B0970BH013US02CU,CU,0,15,0.13
B0970BH015US01,B0970BH015US01CU,CU,0,11,0.9
B0970BH016US01,B0970BH016US01CU,CU,0,7,0.05
B0970BH016US01,B0970BH016US01UU,UU,0,0,0.1
B0970BH017US01,B0970BH017US01UU,UU,0,0,0.32
B0970BH018US01,B0970BH018US01UU,UU,0,0,0.12
B0970BH019US01,B0970BH019US01CU,CU,0,14,0.11
B0970BH020US01,B0970BH020US01UU,UU,0,0,0.14
B0970BH021US01,B0970BH021US01CU,CU,0,15,0.12
B0970BH022DS01,B0970BH022DS01UU,UU,0,0,0.38
B0970BH022DS01,B0970BH022DS01CU,CU,0,16,0.15
B0970BH023DS01,B0970BH023DS01CU,CU,0,18,0.16
B0970BH023DS01,B0970BH023DS01UU,UU,0,0,0.41
B0970BH024US01,B0970BH024US01CU,CU,0,10,0.08
B0970BH025US01,B0970BH025US01UU,UU,0,0,0.64
B0970BH026US01,B0970BH026US01CU,CU,0,17,0.09
B0970BH026US01,B0970BH026US01UU,UU,0,0,0.16
B0970BH027US01,B0970BH027US01UU,UU,0,0,0.4
B0970BH028US01,B0970BH028US01CU,CU,0,17,0.14
B0970BH029US01,B0970BH029US01UU,UU,0,0,0.12
B0970BH030US01,B0970BH030US01CU,CU,0,15,0.07
B0970BH031US01,B0970BH031US01UU,UU,0,0,0.27
B0970BH031US02,B0970BH031US02UU,UU,0,0,0.38
B0970BH032US01,B0970BH032US01CU,CU,0,15,0.14
B0970BH033US01,B0970BH033US01UU,UU,0,0,0.61
B0970BH034US01,B0970BH034US01CU,CU,0,11,0.13
B0970BH034US01,B0970BH034US01UU,UU,0,0,0.15
B0970BH035US01,B0970BH035US01UU,UU,3,0,0.17
B0970BH036US01,B0970BH036US01CU,CU,0,15,0.11
B0970BH037US01,B0970BH037US01UU,UU,0,0,0.06
B0970BH044US01,B0970BH044US01UU,UU,0,0,0.28
B0970BH044US02,B0970BH044US02UU,UU,0,0,0.33
B0970BH045US01,B0970BH045US01UU,UU,0,0,0.35
B0970BH045US02,B0970BH045US02UU,UU,0,0,0.3
B0970BH046US01,B0970BH046US01UU,UU,0,0,0.11
B0970BH046US01,B0970BH046US01CU,CU,0,8,0.1
B0970BH047US01,B0970BH047US01UU,UU,0,0,0.26
B0970BH047US01,B0970BH047US01CU,CU,0,11,0.09
B0975BH004DS01,B0975BH004DS01UU,UU,strain,0,0
B0976SB009US01,B0976SB009US01UU,UU,0,0,5.99
B0976SB009US02,B0976SB009US02UU,UU,0,0,6.14
B0976SB009US03,B0976SB009US03UU,UU,0,0,10.58
B0976SB009US04,B0976SB009US04UU,UU,0,0,12.59
B0976SB010US01,B0976SB010US01UU,UU,0,0,11.92
B0976SB010US02,B0976SB010US02UU,UU,0,0,10.09
B0976SB010US03,B0976SB010US03UU,UU,0,0,4.8
B0976SB010US04,B0976SB010US04UU,UU,0,0,3.81
B1015BB001US02,B1015BB001US02UU,UU,0,0,0.575
B1015BB001US03,B1015BB001US03UU,UU,0,0,0.355
B1015BB002US02,B1015BB002US02UU,UU,0,0,0.366
B1015BB002US03,B1015BB002US03UU,UU,0,0,0.366
B1015BB003US02,B1015BB003US02UU,UU,0,0,0.199
B1015BB004US01,B1015BB004US01UU,UU,0,0,0.221
B1015BB005DS01,B1015BB005DS01UU,0,0,0,0
B1015BB005US02,B1015BB005US02UU,UU,0,0,0.177
B1015BB006DS01,B1015BB006DS01UU,0,0,0,0
B1015BB006US02,B1015BB006US02UU,UU,0,0,0.201
B1015BB007US02,B1015BB007US02UU,UU,0,0,0.142
B1015BB008US01,B1015BB008US01UU,UU,0,0,0.21
B1015BB009US01,B1015BB009US01UU,UU,0,0,0.216
B1015BB010US01,B1015BB010US01UU,UU,0,0,0.31
B1015BB010US02,B1015BB010US02UU,UU,0,0,0.31
B1015BB011US02,B1015BB011US02UU,UU,0,0,0.197
B1024BB001DS01,B1024BB001DS01UU,UU,0,0,0.16
B1024BB001DS02,B1024BB001DS02UU,UU,0,0,0.24
B1024BB002DS01,B1024BB002DS01UU,UU,0,0,0.24
B1024BB002DS02,B1024BB002DS02UU,UU,0,0,0.31
B1024BB003DS01,B1024BB003DS01UU,UU,0,0,0.12
B1024BB003DS02,B1024BB003DS02UU,UU,0,0,0.31
B1024BB004DS01,B1024BB004DS01UU,UU,0,0,0.34
B1024BB004DS02,B1024BB004DS02UU,UU,0,0,0.46
B1024BH001DS01,B1024BH001DS01UU,UU,0,0,0.14
B1024BH001DS02,B1024BH001DS02UU,UU,0,0,0.31
B1024BH002DS01,B1024BH002DS01UU,UU,0,0,0.1
B1024BH002DS02,B1024BH002DS02UU,UU,0,0,0.31
B1024BH003DS01,B1024BH003DS01UU,UU,0,0,0.25
B1024BH003DS02,B1024BH003DS02UU,UU,0,0,0.43
B1024SB001DS01,B1024SB001DS01UU,UU,0,0,0
B1024SB001DS02,B1024SB001DS02UU,UU,0,0,0.08
B1024SB003DS02,B1024SB003DS02UU,UU,0,0,0
B1024SB004DS02,B1024SB004DS02UU,UU,0,0,0.242
B1024SB004DS04,B1024SB004DS04UU,UU,0,0,0
B1043BH001DS01,B1043BH001DS01CU,CU,strain,0,0.1
B1043BH001DS01,B1043BH001DS01UU,UU,strain,0,0.41
B1113BB035US01,B1113BB035US01UU,0,0,0,0.197
B1113BH024US01,B1113BH024US01UU,UU,0,0,0.205
B1113BH024US02,B1113BH024US02UU,UU,0,0,0.249
B1113BH027US01,B1113BH027US01UU,UU,0,0,0.378
B1113BH027US02,B1113BH027US02UU,UU,0,0,0.2
B1113BH028US01,B1113BH028US01UU,UU,0,0,0.259
B1113BH029US01,B1113BH029US01UU,UU,0,0,0.386
B1113BH029US02,B1113BH029US02UU,UU,0,0,0.418
B1113BH031US01,B1113BH031US01UU,UU,0,0,0.371
B1113BH032US01,B1113BH032US01UU,UU,0,0,0.299
B1113BH032US02,B1113BH032US02UU,UU,0,0,0.246
B1113BH034US01,B1113BH034US01UU,UU,0,0,0.382
B1113BH035US01,B1113BH035US01UU,UU,0,0,0.146
B1113BH035US02,B1113BH035US02UU,UU,0,0,0.434
B1113SB001US01,B1113SB001US01UU,UU,0,0,0.312
B1113SB002US01,B1113SB002US01UU,UU,0,0,0.318
B1113SB004US00,B1113SB004US00UU,UU,0,0,0.48
B1113SB008US01,B1113SB008US01UU,UU,0,0,0.161
B1113SB010DS01,B1113SB010DS01UU,UU,0,0,0.172
B1113SB010US02,B1113SB010US02UU,UU,0,0,0.172
B1113SB011US01,B1113SB011US01UU,UU,0,0,0.172
B1113SB013US01,B1113SB013US01UU,UU,0,0,0.263
B1113SB013US02,B1113SB013US02UU,UU,0,0,0.312
B1113SB015US01,B1113SB015US01UU,UU,0,0,0.169
B1113SB016US01,B1113SB016US01UU,UU,0,0,0.327
B1113SB016US02,B1113SB016US02UU,UU,0,0,0.235
B1113SB017US01,B1113SB017US01UU,UU,0,0,0.606
B1113SB017US02,B1113SB017US02UU,UU,0,0,0.796
B1113SB017US03,B1113SB017US03UU,UU,0,0,0.492
B1113SB018US01,B1113SB018US01UU,UU,0,0,0.337
B1113SB018US02,B1113SB018US02UU,UU,0,0,0.234
B1113SB020US01,B1113SB020US01UU,UU,0,0,0.845
B1113SB020US02,B1113SB020US02UU,UU,0,0,0.845
B1113SB020US03,B1113SB020US03UU,UU,0,0,0.517
B1113SB021US01,B1113SB021US01UU,UU,0,0,0.352
B1113SB022US01,B1113SB022US01UU,UU,0,0,0.526
B1113SB022US02,B1113SB022US02UU,UU,0,0,0.36
B1113SB023US01,B1113SB023US01UU,UU,0,0,0.374
B1113SB023US02,B1113SB023US02UU,UU,0,0,0.408
B1113SB024US01,B1113SB024US01UU,UU,0,0,0.288
B1113SB025US01,B1113SB025US01UU,UU,0,0,0.395
B1113SB025US02,B1113SB025US02UU,UU,0,0,0.32
B1113SB025US03,B1113SB025US03UU,UU,0,0,0.658
B1113SB026US01,B1113SB026US01UU,UU,0,0,0.5
B1113SB027US01,B1113SB027US01UU,UU,0,0,0.37
B1113SB028US01,B1113SB028US01UU,UU,0,0,0.45
B1113SB029US01,B1113SB029US01UU,UU,0,0,0.27
B1113SB030US01,B1113SB030US01UU,UU,0,0,0.317
B1113SB030US02,B1113SB030US02UU,UU,0,0,0.409
B1113SB030US03,B1113SB030US03UU,UU,0,0,0.319
B1113SB031US01,B1113SB031US01UU,UU,0,0,0.319
B1113SB031US02,B1113SB031US02UU,UU,0,0,0.422
B1113SB031US03,B1113SB031US03UU,UU,0,0,0.531
B1113SB032US01,B1113SB032US01UU,UU,0,0,0.459
B1113SB032US02,B1113SB032US02UU,UU,0,0,0.318
B1113SB033US01,B1113SB033US01UU,UU,0,0,0.531
B1113SB034US01,B1113SB034US01UU,UU,0,0,0.375
B1113SB035US01,B1113SB035US01UU,UU,0,0,0.263
B1113SB035US02,B1113SB035US02UU,UU,0,0,0.403
B1113SB036US01,B1113SB036US01UU,UU,0,0,0.345
B1113SB036US02,B1113SB036US02UU,UU,0,0,0.463
B1113SB037US01,B1113SB037US01UU,UU,0,0,0.418
B1113SB037US02,B1113SB037US02UU,UU,0,0,0.368
B1113SB038US01,B1113SB038US01UU,UU,0,0,0.228
B1113SB038US02,B1113SB038US02UU,UU,0,0,0.379
B1113SB038US03,B1113SB038US03UU,UU,0,0,0.23
B1113SB039US01,B1113SB039US01UU,UU,0,0,0.243
B1113SB039US02,B1113SB039US02UU,UU,0,0,0.36
B1113SB040US01,B1113SB040US01UU,UU,0,0,0.311
B1113SB040US02,B1113SB040US02UU,UU,0,0,0.524
B1113SB040US03,B1113SB040US03UU,UU,0,0,0.299
